2014 Mortality Decoding,2015 Mortality Decoding,2016 Mortality Decoding,2017 Mortality Decoding,2018 Mortality Decoding,2019 Mortality Decoding,2020 Mortality Decoding
22.151882,24.388376,27.903778,29.966393,28.31102,28.716307,38.36342
13.134996,14.378658,16.525723,17.570091,16.672,16.927563,22.46879
11.019985,12.053459,13.775826,14.746,14.02886,14.301069,18.947811
23.552814,25.823477,29.401525,31.606337,29.879414,30.437082,40.56264
14.3236885,15.688242,17.901617,19.28356,18.298124,18.500116,24.661512
10.070327,11.1415,12.796327,13.623584,12.840022,13.204693,17.586605
11.3591175,12.245459,14.098244,15.034506,14.205647,14.470543,19.379686
15.492443,17.052801,19.555641,21.038443,19.95476,20.07561,27.09465
10.960642,12.064056,13.706532,14.693197,13.976309,14.112186,18.828016
12.177357,13.253778,15.007087,16.051517,15.270647,15.463725,20.778051
6.8133445,7.543875,8.57631,9.371248,8.762692,8.871027,11.814145
9.97654,11.112374,12.592801,13.838073,12.900426,13.208956,17.595695
16.022005,17.529892,19.890623,21.539679,20.212803,20.643608,27.553804
7.9934554,8.637336,10.013585,10.868787,10.257828,10.443948,13.918324
6.1654816,6.7271357,7.5001636,8.166057,7.5576673,7.7705855,10.166811
13.327009,14.635129,16.604445,17.74943,17.003265,17.121164,22.69803
10.68397,11.847307,13.387333,14.448074,13.61858,13.781891,18.329878
8.143931,9.017833,10.2920065,11.105071,10.554329,10.57153,14.154758
9.53261,10.374739,11.731163,12.644245,11.821012,12.095216,16.283731
12.782798,13.927772,15.977451,17.109453,16.241388,16.469193,21.96499
9.51015,10.361281,11.893371,12.88626,12.093532,12.304025,16.453169
16.014408,17.540209,19.983446,21.438276,20.230104,20.351728,27.320591
10.905567,12.011915,13.634813,14.704016,13.915271,14.0991335,18.825792
11.167473,12.3561735,14.21346,15.351268,14.377617,14.604053,19.512249
7.1745405,7.7256174,8.86839,9.587963,9.074895,9.314954,12.3747425
6.20121,6.955801,7.873996,8.580059,7.999772,8.209211,10.875966
10.745803,11.792911,13.464541,14.473498,13.554443,13.876004,18.476833
10.5413265,11.652718,13.310566,14.383076,13.562017,13.76519,18.251518
14.0781145,15.47878,17.735125,19.268492,18.130365,18.402786,24.425592
14.131062,15.431866,17.665249,18.925032,17.87976,18.13087,24.060598
23.039864,25.232952,28.930815,31.084524,29.364473,29.792454,39.72081
10.268765,11.218455,12.853668,13.915844,13.139148,13.390374,17.690033
13.698125,15.0100565,17.191116,18.516268,17.492315,17.748217,23.572935
7.0572944,7.8075824,8.745733,9.4908285,8.954446,8.964888,12.182002
10.819808,11.824215,13.355714,14.356643,13.827718,14.009132,18.831629
6.6471252,7.2430077,8.286414,8.823944,8.296621,8.565323,11.282154
10.860712,12.033149,13.580906,14.514636,13.859006,14.088614,18.778378
15.460136,16.923254,19.294672,20.871695,19.784222,20.091768,26.64871
10.940018,12.006803,13.572311,14.735402,14.015979,14.24141,18.874409
10.018421,11.023416,12.49003,13.344077,12.55692,12.7778225,17.123922
11.838517,13.00595,15.037757,16.11605,15.266829,15.414269,20.466887
6.409503,7.0958176,8.086086,8.494311,8.156575,8.223035,11.1433115
12.166992,13.289837,15.227031,16.271591,15.479445,15.616957,20.984741
8.881061,9.793568,11.29557,12.12582,11.449739,11.624402,15.553764
10.230961,11.184641,12.907491,13.851191,13.124363,13.235452,17.66093
10.278512,11.302543,12.835005,13.875571,12.950568,13.310697,17.870354
15.37406,16.765547,19.23374,20.841824,19.574635,19.816504,26.305658
13.372688,14.704667,16.897446,18.306164,17.294676,17.520496,23.3079
8.096729,8.785025,10.081311,10.938265,10.355922,10.672667,14.180175
13.427542,14.712991,16.645948,17.898756,16.892506,17.064,22.9315
7.2946916,7.978521,9.110809,9.962919,9.430674,9.465371,12.536061
12.461973,13.681718,15.669361,16.767408,15.854482,16.041739,21.41489
6.6548443,7.430787,8.5178995,9.067698,8.575815,8.60058,11.571999
11.657189,12.787008,14.572467,15.620324,14.908103,14.927564,20.030014
6.9085464,7.5175896,8.748418,9.225054,8.802372,8.96011,11.956475
14.15283,15.669032,17.80083,19.253609,18.230232,18.321053,24.55729
9.609035,10.600863,12.051619,13.0379715,12.303497,12.49112,16.713322
11.152965,12.218049,13.872355,14.933583,14.148475,14.251792,18.989754
6.6359587,7.3604593,8.432892,9.0252905,8.572094,8.679727,11.643524
12.2958,13.486724,15.423963,16.672575,15.701999,15.893329,21.34495
15.467204,17.229408,19.736351,21.29536,20.06552,20.269676,26.919891
12.548854,13.803669,15.858311,17.216608,16.156862,16.467487,21.877682
9.848865,10.765084,12.39531,13.297786,12.5073,12.640883,16.876785
7.619718,8.374475,9.789008,10.502346,9.83677,9.890349,13.277356
15.429568,17.02724,19.2978,20.733622,19.738117,19.936161,26.768997
12.443243,13.670906,15.59635,16.715305,15.903048,16.02113,21.42575
7.1204176,7.8544974,9.004675,9.645734,9.236602,9.325306,12.190504
13.590912,14.833281,17.077988,18.269438,17.280693,17.390715,23.366428
15.283237,16.981037,19.152916,20.467484,19.428082,19.633923,26.159227
12.123472,13.184444,15.252525,16.292398,15.405906,15.7145,20.788511
14.094188,15.430792,17.495464,18.939922,17.93204,18.190928,24.12413
9.6075535,10.561263,11.914449,12.745443,12.403614,12.3731365,16.417814
16.793938,18.418116,20.876486,22.55821,21.32857,21.705473,28.875708
10.424336,11.455564,13.153926,14.094075,13.332416,13.742049,18.186415
11.702604,12.970743,14.579402,15.822411,15.092473,15.228666,20.40082
10.150055,11.119809,12.863634,14.04825,13.089474,13.303701,17.669958
6.044881,6.649835,7.636501,8.216344,7.7083006,7.8319726,10.345891
11.5583515,12.762079,14.565057,15.500569,14.812439,14.996366,19.878952
10.901215,12.041483,13.765715,14.809215,13.916053,14.183477,19.102152
11.166976,12.103606,13.971013,15.01203,14.143042,14.385844,18.989052
11.088898,12.122228,13.762556,15.014064,14.054851,14.310319,19.27496
17.269333,19.252352,21.733608,23.3843,22.03437,22.402176,29.953566
20.140642,22.06453,25.16994,27.230028,25.68073,26.056032,34.741875
21.707077,23.830744,27.145227,29.244192,27.660076,28.051634,37.60679
17.14904,18.790281,21.442747,22.952608,21.751108,21.889235,29.408289
11.429658,12.505192,14.193558,15.25452,14.50726,14.6980505,19.62289
11.191078,12.160622,13.891115,15.026549,14.083402,14.352104,19.074465
16.983393,18.647758,21.405863,23.050121,21.664392,22.020647,29.36472
15.677686,17.21878,19.585226,21.162497,19.96629,20.239035,27.072588
10.791638,11.838521,13.496133,14.3885355,13.619168,13.735984,18.652338
17.179558,18.938625,21.619123,23.32721,21.91589,22.29481,29.790619
23.985308,26.266066,29.939535,31.97787,30.415049,30.782278,41.130943
16.999647,18.623724,21.374792,22.97851,21.607948,21.778017,29.390865
19.848969,21.684616,24.730547,26.540678,25.271942,25.398928,34.25087
22.492502,24.601896,28.079874,30.232721,28.67102,29.1052,38.73086
9.751453,10.589688,12.243242,13.021467,12.387343,12.659577,16.68581
44.102543,48.346912,55.170063,59.32363,56.05881,56.952564,76.0808
26.665396,29.253843,33.521618,36.28898,34.182392,34.565758,46.227127
7.583161,8.215381,9.476597,10.246632,9.710322,9.866944,12.919883
10.630089,11.57584,13.210607,14.145078,13.399356,13.714264,18.248848
12.673395,13.782072,15.757143,16.984259,16.054605,16.334896,21.824627
19.749313,21.750692,24.827229,26.769442,25.352522,25.735743,34.417336
26.638216,29.164053,33.34833,35.82252,33.83782,34.368465,45.874786
11.597781,12.701125,14.696544,15.828062,14.980042,15.270797,20.287432
21.332603,23.311916,26.679684,28.52693,26.995579,27.279652,36.430397
9.826998,10.816044,12.169648,13.182462,12.601812,12.5535965,16.856743
11.35502,12.489105,14.358762,15.54816,14.637188,14.90804,19.710142
10.189439,11.170459,12.787235,13.823511,12.982149,13.155542,17.694696
17.217014,18.985977,21.570194,23.238459,21.953499,22.258318,29.752975
10.90927,11.944014,13.7239275,14.783395,14.116087,14.323642,19.037172
10.574286,11.487368,13.2652,14.265667,13.532249,13.640312,18.09684
23.105488,25.411903,29.190628,31.214054,29.49482,29.8542,40.01685
14.227788,15.640392,17.744116,19.195322,18.131033,18.289091,24.514973
13.077536,14.300743,16.43108,17.748781,16.59558,16.905418,22.57603
9.858051,10.829657,12.338205,13.292486,12.506969,12.724752,16.804142
8.727467,9.711107,11.027475,11.937881,11.264505,11.470846,15.471043
11.605516,12.723376,14.573774,15.814568,14.805008,15.078545,20.087463
21.291986,23.405527,26.722254,28.85631,27.214252,27.701357,37.06854
13.168475,14.410135,16.502707,17.5235,16.641123,16.746504,22.182627
14.481112,15.853645,18.181692,19.522339,18.517494,18.673616,25.047073
9.0553055,9.928867,11.216746,11.951049,11.366091,11.481186,15.158125
12.640037,13.874941,15.95199,17.185741,16.305038,16.574078,21.916603
7.2949514,7.9820466,9.128346,9.944718,9.187209,9.466965,12.515518
14.676855,16.007812,18.179863,19.637407,18.433508,18.681328,24.892902
18.101295,19.90048,22.874273,24.357883,23.121994,23.583546,31.405874
23.521034,25.88448,29.508854,31.818378,30.096016,30.717941,40.845642
16.568918,18.046024,20.736902,22.214275,21.069052,21.380135,28.52698
12.268646,13.49621,15.386652,16.504484,15.506798,15.784409,21.31511
14.889587,16.427912,18.62793,20.078533,19.08404,19.262127,25.808489
13.239062,14.561959,16.4829,17.938345,16.880442,17.125702,22.955793
10.870703,11.955239,13.585574,14.773744,13.941131,14.174478,18.78415
10.230737,11.153957,13.018563,14.033723,13.214994,13.428616,17.73967
20.35593,22.498854,25.539562,27.673412,26.074312,26.431,35.409218
8.950355,9.75091,11.162345,12.041021,11.280338,11.373627,15.20284
21.426008,23.614748,26.991598,29.08191,27.538372,27.963354,37.214195
12.787147,14.024741,16.147665,17.250767,16.293182,16.522432,22.091234
9.69771,10.542044,12.111111,12.980542,12.406758,12.653034,16.576363
11.517503,12.693332,14.378366,15.412675,14.697524,14.791503,19.80781
-0.0026602596,0.020022944,-0.11013429,-0.14961652,0.0048116,-0.010446832,-0.2960083
20.1846,22.159595,25.496643,27.4983,25.979158,26.35643,35.053814
13.07222,14.417742,16.399725,17.654058,16.72743,16.910978,22.493444
12.336618,13.529334,15.462313,16.665161,15.855894,16.003895,21.40286
13.100086,14.435743,16.331186,17.796284,16.763483,16.947996,22.660639
16.970053,18.668627,21.571764,23.033735,21.746788,21.95484,29.51458
12.669864,13.872963,15.810045,16.979225,16.021673,16.193811,21.730322
0.036189713,0.15151122,0.07359133,0.033142306,0.072453596,0.034688808,0.0026932713
15.526565,17.02688,19.511618,20.976961,19.722685,20.083672,26.872725
7.52786,8.1881895,9.460232,10.262664,9.663143,9.597603,12.975519
12.745065,13.8873205,15.781775,16.975744,16.083994,16.24645,21.656572
22.895063,25.126926,28.764378,30.70099,29.09559,29.437437,39.53489
24.424057,26.781477,30.65469,32.96925,31.191269,31.579355,42.25409
13.508226,14.857743,17.037666,18.108557,17.19017,17.452301,23.421303
17.691751,19.413973,22.067957,23.775387,22.32298,22.711582,30.47986
14.238767,15.543306,17.77972,18.89408,17.951643,18.189497,24.294014
18.803837,20.581444,23.434334,25.275581,23.97987,24.332745,32.605324
16.338932,17.846432,20.352362,21.944605,20.794418,20.996996,28.002926
7.6909614,8.3216095,9.553227,10.388726,9.715339,9.796847,13.141524
7.7030635,8.443956,9.760935,10.328265,9.848132,9.9479685,13.227349
10.161055,11.246504,12.764393,13.707493,12.932632,13.047609,17.657644
20.479506,22.495956,25.566322,27.56835,25.961227,26.416088,35.382267
19.628342,21.635717,24.618559,26.603941,25.101984,25.27988,33.880775
12.459382,13.753498,15.763194,16.920677,16.02214,16.197668,21.562534
13.068097,14.365932,16.377663,17.581032,16.534842,16.715689,22.44284
10.407717,11.358784,13.017964,13.960342,13.2641,13.444349,17.949198
10.28068,11.311951,12.961361,13.870953,13.071756,13.374126,17.829317
12.513074,13.575756,15.515545,16.597908,15.782394,15.967841,21.558155
33.526978,36.71782,41.877068,45.060833,42.61741,43.23828,57.75137
14.923574,16.468843,18.745611,20.0899,19.045956,19.326834,25.889185
-0.0438573,-0.08060404,0.151027,0.057885326,0.09396175,0.05224947,-0.09873625
9.86788,10.763741,12.448141,13.41905,12.597712,12.714162,16.860605
8.639217,9.526829,10.836459,11.604998,10.951941,11.057948,14.72168
14.873663,16.395723,18.79205,20.257538,19.13746,19.425617,25.811262
11.554389,12.767977,14.578361,15.630501,14.765557,14.763037,20.040304
11.95673,13.080795,14.839174,15.974401,15.250107,15.47902,20.575806
29.218395,32.093815,36.733692,39.55004,37.452095,37.875427,50.4741
10.762078,11.878025,13.605282,14.590772,13.771259,13.999619,18.669472
11.495519,12.67603,14.356095,15.483482,14.629466,14.810225,19.901133
15.303192,16.804426,19.12518,20.633429,19.411142,19.775537,26.443605
14.056578,15.363472,17.40646,18.700592,17.846867,17.98428,24.033049
15.019396,16.46678,18.698547,20.255438,19.306005,19.583805,26.196182
14.954758,16.39788,18.809475,20.275663,19.059917,19.407137,25.839176
11.233544,12.375981,14.092332,15.222826,14.479917,14.556421,19.526926
11.042702,12.222933,14.033212,15.098373,14.28471,14.512802,19.071148
16.885574,18.465307,21.074863,22.684114,21.40553,21.858456,29.450624
12.29831,13.497344,15.44336,16.680277,15.737218,15.981146,21.244556
14.366574,15.6678705,17.904135,19.30412,18.12738,18.317188,24.708988
8.150817,8.866085,10.076099,10.854951,10.388149,10.527228,13.983172
12.038334,13.027346,14.919509,16.060776,15.10073,15.285571,20.396303
12.685616,13.804498,15.78067,17.029755,16.127188,16.313927,22.004406
23.866976,26.171316,29.79374,32.06354,30.258894,30.720943,41.101093
15.468231,17.004356,19.600935,20.904688,19.782135,19.983057,26.675241
25.094591,27.436022,31.36359,33.69922,31.85636,32.239254,43.24684
11.541616,12.710129,14.491779,15.599092,14.748871,14.81709,19.621744
15.941379,17.519125,19.99686,21.653086,20.478119,20.776285,27.601583
13.26627,14.627394,16.683783,18.240023,17.159277,17.432068,23.2168
10.113852,11.0891905,12.67715,13.53842,12.862612,13.155625,17.426487
10.478317,11.536998,13.076799,14.081557,13.29659,13.399531,17.98742
9.439847,10.463515,11.794595,12.773305,12.222595,12.222501,16.325884
15.827782,17.481579,19.87741,21.299526,20.235506,20.569273,27.383192
7.8679285,8.603453,9.884392,10.88362,9.993181,10.242714,13.732682
-0.003970499,-0.014331932,0.02794886,-0.07093441,0.12473298,0.00017488468,-0.2132777
4.557979,5.109717,5.769582,6.2359557,6.0023727,6.089461,8.240588
14.639427,16.119844,18.31819,19.697763,18.668917,18.887617,25.141167
24.363512,26.696527,30.609127,32.902294,30.962074,31.428038,42.149456
26.121473,28.564299,32.650444,35.24814,33.372192,33.811607,45.201244
21.934189,24.046864,27.48518,29.587091,27.989517,28.307514,37.6827
24.024408,26.340666,30.149576,32.397606,30.647682,31.12927,41.40585
25.958607,28.55046,32.55705,35.15122,33.265614,33.69071,44.96355
18.102686,19.940071,22.749674,24.408278,23.115889,23.389082,31.229496
25.172945,27.666256,31.540958,34.08715,32.171066,32.579132,43.583668
20.233252,22.206999,25.392496,27.310844,25.919952,26.298906,35.14383
26.279055,28.946867,32.84261,35.327667,33.499733,34.00511,45.199955
27.377544,30.03708,34.495586,37.140488,34.985657,35.620514,47.531097
30.471378,33.447903,38.179333,41.102848,38.825916,39.29507,52.73776
9.572558,10.710033,12.12241,13.133722,12.466592,12.713479,16.904987
18.987963,20.960337,23.693333,25.748842,24.299395,24.638214,32.865166
18.749676,20.573597,23.449015,25.166607,23.84244,24.20901,32.309166
18.019938,19.667948,22.536467,24.379797,22.97485,23.348915,30.956585
31.831635,34.916435,40.085567,43.135246,40.722275,41.353836,55.209
19.952099,22.139965,25.170593,27.121922,25.61139,25.956598,34.620914
11.115406,12.216632,14.095037,14.936726,14.176138,14.419481,19.054388
8.216126,9.10394,10.185055,11.104593,10.478668,10.478908,14.158542
25.126,27.624928,31.395748,33.892536,32.132954,32.667698,43.421246
20.403414,22.379831,25.712038,27.55952,25.99703,26.350468,35.11681
14.357537,15.747524,17.96994,19.265266,18.222164,18.460335,24.67966
16.143663,17.646149,20.193012,21.727367,20.456736,20.840532,27.615267
10.237139,11.355945,12.639554,13.631312,12.933674,13.134655,17.7756
23.420406,25.667044,29.183771,31.51207,29.860025,30.369873,40.48134
30.825916,33.901073,38.74136,41.867138,39.506832,40.031612,53.33964
19.982883,21.884787,25.12988,26.963917,25.536661,26.00776,34.843723
13.959292,15.243408,17.527487,18.791842,17.810913,18.020514,24.181948
20.026655,22.059893,24.99512,27.048744,25.552212,25.985378,34.520237
6.1163917,6.784433,7.763149,8.529592,8.133683,8.1458845,10.880884
11.57351,12.6562395,14.37923,15.6265,14.748155,14.856275,19.695543
16.080282,17.539927,20.222052,21.657612,20.447474,20.880625,27.703657
15.820263,17.329376,19.714857,21.210136,20.023653,20.174236,27.171625
10.902408,11.868845,13.615315,14.676383,13.831532,13.99782,18.60167
10.275813,11.2341585,12.791163,13.785464,13.055822,13.230206,17.930319
12.642693,13.942386,15.944146,17.31101,16.378614,16.552933,22.076517
19.22974,21.02406,24.075237,25.907276,24.643528,25.033545,33.345818
17.615164,19.251728,21.92109,23.61905,22.338474,22.7375,30.606785
14.83582,16.345789,18.586103,20.021818,18.906591,19.326284,25.594881
15.260068,16.761024,18.998274,20.630905,19.273445,19.550816,26.251183
16.372152,17.872717,20.327158,21.81106,20.790928,20.934496,28.000322
9.695865,10.535757,12.042563,13.05034,12.348979,12.497451,16.789791
10.97292,11.878369,13.741548,14.867696,13.913278,14.127828,18.743418
15.954557,17.404066,19.917904,21.261808,20.202526,20.381582,27.230093
13.249845,14.648641,16.487955,17.879843,16.75592,17.047466,22.93223
21.645681,23.731844,27.029829,29.164799,27.642149,27.963903,37.30531
7.31995,7.9882,9.199608,9.844405,9.299013,9.43512,12.747382
17.911469,19.678686,22.348566,24.161268,22.765585,23.10771,31.013308
9.304703,10.151682,11.631311,12.529158,11.940596,12.031964,16.094952
10.322518,11.325017,12.957275,13.926933,13.222076,13.432373,17.787464
24.396519,26.827583,30.52175,32.715385,31.116684,31.333717,41.795303
27.894508,30.563519,34.84762,37.495903,35.52861,36.046997,48.3053
19.002104,20.885445,23.859194,25.849133,24.478811,24.815693,32.982742
7.9339004,8.742029,10.03334,10.857187,10.214101,10.298614,13.809757
21.604439,23.668636,26.947054,28.97102,27.481571,27.766823,37.21099
19.82573,21.764984,24.791569,26.627373,25.072277,25.552471,34.189186
18.679647,20.571787,23.410034,25.362577,23.98161,24.368128,32.43544
22.060274,24.133347,27.55016,29.78758,28.188673,28.482113,38.209705
14.624306,16.025545,18.079165,19.55333,18.451286,18.834654,25.216513
13.7280245,15.057265,17.311468,18.711613,17.522127,17.780085,23.65573
21.76949,23.814651,27.36198,29.194109,27.808998,28.056927,37.54681
24.762733,27.21771,31.04223,33.341606,31.56014,31.99576,42.74349
24.131613,26.406147,30.20899,32.523254,30.841564,31.238178,41.82628
16.10985,17.669617,20.21179,21.857239,20.539877,20.895271,27.898111
14.6891985,16.101809,18.495316,19.97429,18.87833,19.257156,25.566195
10.641256,11.737146,13.300255,14.335275,13.492202,13.719008,18.297632
16.845192,18.357521,20.91561,22.670532,21.447536,21.769987,28.957691
14.752529,16.18376,18.663202,20.047756,18.857515,19.255373,25.612581
18.893408,20.70965,23.654915,25.62336,24.110428,24.506466,32.617336
15.056224,16.44043,18.815027,20.480806,19.262573,19.649216,26.32743
11.310792,12.401017,14.176284,15.125148,14.359689,14.438618,19.566324
12.7409115,13.969875,16.033104,17.144306,16.302761,16.526688,22.172544
12.683394,13.969486,15.873765,17.330204,16.417261,16.633783,22.26026
14.248806,15.606071,17.925634,19.048223,18.09966,18.297102,24.457273
25.187843,27.648945,31.600456,34.04119,32.27079,32.69323,43.978607
12.120936,13.364535,15.36916,16.59547,15.624777,15.730923,20.933634
15.056616,16.552849,18.842617,20.35241,19.20857,19.450699,25.915943
14.202372,15.712782,17.79009,19.096584,18.16807,18.376446,24.648762
