2014 SVI Mobile Homes Encoding,2015 SVI Mobile Homes Encoding,2016 SVI Mobile Homes Encoding,2017 SVI Mobile Homes Encoding,2018 SVI Mobile Homes Encoding,2019 SVI Mobile Homes Encoding,2020 SVI Mobile Homes Encoding
14.556039,14.932812,15.309999,15.037057,14.764175,14.773442,14.782177
-17.64936,-17.650095,-17.650633,-17.4799,-17.31015,-17.54179,-17.773378
-36.68237,-37.126125,-37.569363,-37.699284,-37.82984,-37.605556,-37.38013
45.25829,44.346294,43.434414,43.25287,43.07286,42.77378,42.47498
-16.290453,-16.426573,-16.562162,-16.50914,-16.454512,-15.672738,-14.892269
4.837763,4.610647,4.383278,4.6513624,4.9184837,4.7705317,4.622445
-53.16736,-53.357727,-53.549088,-53.386337,-53.222824,-53.02729,-52.830048
26.789022,26.7954,26.801855,27.013166,27.225597,27.184532,27.142849
-1.0215642,-0.94048285,-0.85927844,-0.6797445,-0.501271,-0.28512836,-0.069905035
-22.62851,-22.368036,-22.108147,-21.55469,-20.99999,-20.63173,-20.263903
11.559778,11.580459,11.60108,11.979124,12.357183,12.381384,12.40579
-41.37184,-41.40943,-41.446518,-41.20421,-40.961624,-40.760696,-40.558784
-10.111508,-9.691719,-9.274799,-9.175188,-9.074658,-8.734488,-8.392561
22.12693,22.274654,22.423557,21.826176,21.229002,21.35538,21.480923
31.486065,31.230427,30.974876,31.101046,31.225378,31.071753,30.918814
37.78299,37.224297,36.66546,36.63463,36.60284,36.9321,37.26203
-0.7270144,-0.3958796,-0.0654801,0.42528167,0.9158107,0.8820096,0.848446
-70.28279,-70.15607,-70.0275,-69.85553,-69.682556,-69.789024,-69.89458
1.6392895,1.8103181,1.9829508,1.9339257,1.8854667,2.4622045,3.040278
-51.589996,-51.737984,-51.886604,-52.21535,-52.5426,-52.363243,-52.18183
-30.688452,-30.745977,-30.805378,-30.939924,-31.075197,-31.300627,-31.526457
80.07281,80.44028,80.808,80.12815,79.44766,78.99542,78.54201
39.75269,39.659668,39.567734,39.41434,39.261353,38.538475,37.813995
4.676829,4.95091,5.2227592,5.288837,5.3543005,4.727164,4.1001863
17.556242,17.390285,17.224308,17.122992,17.023113,17.145586,17.268671
-41.47032,-41.36795,-41.266293,-41.11972,-40.97403,-40.387314,-39.80027
25.489712,25.458813,25.427265,25.596817,25.767698,26.328024,26.888187
27.21828,27.182945,27.146952,27.0609,26.974571,27.300308,27.626501
12.204186,12.413725,12.62132,12.158146,11.694877,11.567272,11.442093
-5.845231,-5.916273,-5.987545,-6.3321886,-6.677882,-6.4011297,-6.124598
-34.317547,-34.709175,-35.10322,-36.07847,-37.054256,-36.60495,-36.156597
22.222506,21.67351,21.121864,20.985662,20.84818,20.815527,20.783005
-64.012825,-64.25316,-64.49317,-64.591675,-64.689896,-65.22076,-65.74908
-33.34158,-32.60439,-31.864271,-31.468586,-31.073215,-31.650877,-32.228348
-27.88282,-27.806225,-27.73002,-27.577606,-27.426102,-27.053452,-26.679817
32.834747,32.841347,32.849457,32.73462,32.618988,32.77064,32.923798
-26.148396,-26.073208,-25.997778,-26.327927,-26.658188,-26.968866,-27.280003
16.740126,16.967646,17.196154,16.956964,16.7163,16.479078,16.242168
-65.60965,-65.18284,-64.75484,-64.54637,-64.337685,-63.734535,-63.13142
-10.749687,-10.432041,-10.114127,-9.739302,-9.3639965,-9.099319,-8.83478
-9.882271,-10.5285425,-11.174339,-11.128281,-11.080815,-10.807358,-10.53513
-70.93227,-70.68712,-70.44295,-70.67266,-70.90226,-71.16213,-71.42191
17.99137,18.49688,19.001759,19.344273,19.688074,19.586536,19.485939
-18.192472,-18.069677,-17.945887,-17.554453,-17.162886,-17.370508,-17.576551
-28.268465,-28.564962,-28.860271,-28.19925,-27.536777,-27.06479,-26.59175
74.12002,74.11794,74.11811,73.39921,72.67919,72.498085,72.31539
-27.102953,-26.963955,-26.824663,-26.907404,-26.99043,-26.852167,-26.71556
-15.66998,-15.478494,-15.286464,-15.1664295,-15.045093,-15.659851,-16.272457
-55.48402,-55.18877,-54.89114,-55.182384,-55.473057,-55.432903,-55.392475
38.095722,38.524513,38.95403,38.665176,38.37551,37.65843,36.93948
14.204176,14.010309,13.816954,13.652948,13.489395,13.723362,13.95703
49.96253,49.23647,48.511467,48.643883,48.777298,49.009274,49.24015
-38.443005,-38.45059,-38.4587,-38.034588,-37.61089,-37.834373,-38.057972
-71.41101,-71.18988,-70.96871,-70.29957,-69.629845,-69.36305,-69.09566
-60.051113,-60.04749,-60.04536,-59.62025,-59.194874,-59.016518,-58.83702
-47.75504,-48.27892,-48.80165,-48.145138,-47.486916,-46.88822,-46.289513
-18.641174,-18.73619,-18.831083,-18.839252,-18.847061,-18.937874,-19.028399
79.45244,79.276306,79.099846,79.179726,79.25922,79.13713,79.01532
-31.00647,-31.559566,-32.110405,-32.12993,-32.149067,-31.566133,-30.98119
105.30217,105.520676,105.736694,105.17415,104.611145,104.80044,104.98967
4.0385995,4.3989234,4.7578387,4.531402,4.3027854,4.344951,4.38541
27.439352,27.59319,27.746504,27.068047,26.389614,26.421099,26.453264
-51.260918,-51.388924,-51.51677,-51.258446,-51.000507,-51.23687,-51.47281
21.319553,21.286633,21.25497,21.426933,21.599781,21.454948,21.309826
-0.836101,-0.7470874,-0.65849584,-0.8830742,-1.1070985,-1.4501127,-1.7919406
-13.41566,-13.098266,-12.7790575,-13.167485,-13.554526,-13.787124,-14.019469
-45.624767,-45.900024,-46.17447,-46.25517,-46.335213,-46.171314,-46.007233
-17.103958,-16.86683,-16.628319,-16.682556,-16.736382,-16.09861,-15.461488
41.201775,40.761177,40.32147,40.607727,40.89522,40.973843,41.053825
-10.484881,-10.018346,-9.551754,-8.994705,-8.438502,-7.8830786,-7.3271923
62.484882,63.14429,63.80315,63.83026,63.85789,64.19775,64.53796
-4.60007,-4.605233,-4.6092906,-4.6928763,-4.7767506,-5.0581346,-5.3380814
13.373455,13.157151,12.940961,12.388306,11.833262,11.788529,11.74308
-42.16082,-42.386486,-42.612446,-42.62455,-42.636806,-42.354618,-42.07151
6.0001583,5.956641,5.914484,5.8922834,5.869727,5.578188,5.285966
-39.050537,-38.96442,-38.878708,-39.09862,-39.31997,-39.153763,-38.988007
69.06569,69.19726,69.32946,69.21318,69.09586,68.82719,68.55711
-3.7032647,-3.8385644,-3.973311,-4.1591744,-4.3440595,-4.4581265,-4.571009
-14.922222,-14.8856945,-14.850163,-14.92419,-14.998029,-14.525358,-14.054736
-9.526475,-9.420382,-9.31447,-9.270564,-9.227707,-9.390637,-9.553457
62.59818,62.338154,62.079624,61.819393,61.5598,61.62288,61.6865
-58.961514,-58.9575,-58.95332,-58.636196,-58.319363,-58.341843,-58.364944
-13.234049,-12.975701,-12.717837,-12.341773,-11.966045,-11.85046,-11.735058
64.9472,64.8506,64.75302,64.58281,64.41267,64.37968,64.34673
-20.807686,-20.438051,-20.067207,-19.838217,-19.608912,-19.254005,-18.898056
73.6569,74.13998,74.624405,74.690384,74.75581,73.96526,73.17366
-28.307917,-27.495739,-26.684809,-26.854698,-27.025175,-27.285952,-27.548792
61.075108,60.98516,60.89596,60.76726,60.638783,60.329163,60.01946
75.21054,74.97338,74.73667,74.845825,74.95457,74.88925,74.824745
-59.45532,-59.072906,-58.68941,-58.15619,-57.621964,-57.260662,-56.89915
39.36597,39.31172,39.256966,38.97643,38.69435,38.723385,38.752487
36.222225,36.454746,36.686436,36.72929,36.77358,36.59557,36.41823
39.170322,39.25271,39.33493,39.522575,39.711555,39.883957,40.057655
41.731354,41.59973,41.469883,41.348633,41.22891,41.067085,40.904385
27.932625,28.010166,28.087914,28.15339,28.216475,28.39973,28.584553
22.951658,22.831167,22.711966,23.03547,23.358793,23.8298,24.30237
-23.825712,-23.65009,-23.473024,-23.182589,-22.891855,-22.968773,-23.048166
28.886475,28.518795,28.151157,28.384396,28.618004,28.49895,28.379974
53.46266,53.38739,53.311676,53.11779,52.92487,52.621754,52.31799
-43.651924,-44.109867,-44.568676,-44.141266,-43.713947,-43.372066,-43.02943
-10.587898,-10.739649,-10.892353,-10.849187,-10.80548,-10.269904,-9.734411
92.206566,92.36495,92.52139,92.15383,91.78585,91.78611,91.78571
88.325005,88.46554,88.60523,88.3922,88.17927,87.91262,87.646904
49.943146,49.585503,49.227364,49.040497,48.854973,48.93023,49.006554
34.097317,34.56722,35.03616,34.95385,34.871475,34.794857,34.71733
-23.58337,-23.22264,-22.860966,-23.589869,-24.320993,-24.935974,-25.550276
-31.233915,-31.298258,-31.362932,-30.824663,-30.286406,-30.09445,-29.90225
19.591627,19.626131,19.65881,19.821806,19.98375,19.860931,19.739056
-14.04968,-14.812277,-15.574787,-15.685372,-15.7941,-15.622949,-15.451946
19.922192,19.974583,20.025148,20.30383,20.581467,20.307364,20.033384
32.223568,32.37109,32.518,32.46889,32.41933,32.519688,32.620834
19.444649,19.353825,19.261011,18.939745,18.618435,18.599533,18.58171
-8.303035,-8.034841,-7.7673817,-7.5634255,-7.361248,-7.4610996,-7.5600967
-38.310825,-38.454727,-38.59815,-38.70007,-38.80207,-38.647675,-38.492374
-134.63852,-134.989,-135.33736,-135.09009,-134.84401,-134.5781,-134.31197
53.7993,53.708252,53.61649,53.489246,53.360577,53.397373,53.433968
-3.8379393,-4.062669,-4.286113,-4.1153383,-3.9439745,-3.6008787,-3.2584581
74.46681,74.68649,74.90588,74.29524,73.684875,73.70146,73.71825
-70.95895,-70.96234,-70.96624,-70.99542,-71.023705,-70.98004,-70.936295
-11.690276,-11.292178,-10.894441,-10.854432,-10.814364,-10.960746,-11.107339
-23.708109,-23.468973,-23.228071,-23.361265,-23.49437,-23.701176,-23.909334
-3.3286672,-3.3922942,-3.4564078,-2.777561,-2.09914,-1.4868023,-0.87383646
-6.8578477,-7.2295575,-7.6018434,-7.2428412,-6.8837132,-6.5538697,-6.2238717
-4.512497,-4.0928974,-3.6763914,-3.8579462,-4.0382366,-3.9760892,-3.913307
62.90644,63.27598,63.645466,63.497158,63.34731,62.280334,61.21204
-23.570362,-23.51947,-23.468735,-23.49302,-23.517223,-23.28656,-23.055275
61.879612,61.83576,61.79012,61.347042,60.903225,61.13505,61.367924
64.55747,64.650764,64.74462,64.94016,65.13621,65.07482,65.012054
27.5742,27.934013,28.295425,28.853085,29.409245,29.657734,29.906994
36.076588,35.773624,35.47104,35.348186,35.22608,34.92296,34.618847
-16.287252,-16.503124,-16.71789,-16.370022,-16.020473,-15.697331,-15.374957
-39.997375,-39.700047,-39.40307,-39.555164,-39.708904,-40.21585,-40.722862
-54.345684,-54.495125,-54.643524,-54.625328,-54.60821,-54.585262,-54.56158
-7.7595143,-7.6115365,-7.464585,-7.0000863,-6.5364747,-6.0667624,-5.5971856
-10.80492,-11.214082,-11.622622,-11.225129,-10.827825,-10.582924,-10.337465
11.083625,11.216233,11.349057,11.672584,11.997352,12.114949,12.232326
-2.8822412,-2.8535051,-2.8264542,-2.7199316,-2.6120014,-2.6640453,-2.7166233
69.15195,69.24043,69.32723,69.81606,70.30422,70.73199,71.15925
-117.321304,-117.18886,-117.056496,-116.21303,-115.367584,-114.77188,-114.17535
24.814919,24.570131,24.325352,24.59206,24.858368,24.562778,24.265976
20.29191,20.787134,21.281525,21.595686,21.91007,21.3448,20.779312
28.045994,27.717537,27.389833,27.10772,26.826515,27.396263,27.965755
7.6327415,7.81177,7.99099,8.10258,8.213568,8.254124,8.294483
18.806044,19.465826,20.123182,20.082958,20.041426,20.13191,20.222485
-2.0229053,-2.1380844,-2.2532463,-2.0120926,-1.7701303,-1.4304601,-1.0909253
53.98042,53.457783,52.933937,52.602535,52.26993,52.413815,52.557945
-5.400997,-5.79515,-6.188095,-5.886523,-5.58277,-5.44546,-5.3080745
-51.81506,-51.633953,-51.453,-51.392513,-51.331367,-51.211628,-51.091476
-15.657083,-15.864055,-16.070244,-15.82725,-15.582907,-15.237235,-14.891759
-51.869205,-51.88712,-51.90482,-51.658916,-51.409115,-51.309902,-51.21104
-3.0118005,-3.504358,-3.9975164,-3.7650182,-3.530381,-3.1523244,-2.7757232
63.40324,63.079433,62.754597,62.756004,62.75873,62.576397,62.392494
15.846967,15.945376,16.042952,15.960479,15.878094,15.706109,15.532618
-27.026033,-26.884176,-26.74236,-26.628508,-26.514015,-26.330296,-26.145977
-54.155724,-52.84999,-51.542957,-51.60581,-51.668316,-51.168064,-50.667255
-18.644234,-18.480621,-18.31718,-17.985207,-17.654196,-17.744219,-17.834972
30.866634,30.874886,30.882406,30.259407,29.63733,29.886633,30.13674
-38.43419,-38.58672,-38.73821,-38.26943,-37.800236,-38.1149,-38.42991
84.59647,84.16915,83.743034,83.16164,82.57988,82.91755,83.253784
71.28476,71.5425,71.80119,71.728676,71.65493,71.74484,71.83641
16.347265,15.876321,15.405793,15.930816,16.455256,16.256023,16.054865
56.199936,55.77572,55.35071,55.36432,55.377266,55.795876,56.215794
19.256495,19.141222,19.02738,18.57112,18.114561,17.686813,17.259262
-27.187517,-27.329927,-27.473032,-27.66301,-27.853117,-27.603079,-27.353762
36.506027,36.56423,36.622395,36.4907,36.357964,36.459106,36.560966
1.5571462,1.4260179,1.2974578,1.2282897,1.1595527,0.983163,0.80677617
-38.57464,-38.343086,-38.111664,-38.182873,-38.253246,-37.948517,-37.643642
-68.816795,-68.993645,-69.171104,-69.00202,-68.8337,-68.43287,-68.03189
-31.861927,-31.743073,-31.624372,-31.931385,-32.238113,-32.78428,-33.330368
10.366277,10.362752,10.36002,10.457146,10.554232,10.536989,10.519441
6.071911,5.8835764,5.6955433,5.1788607,4.6619573,4.6362553,4.6101766
-54.32975,-54.219444,-54.110306,-53.82396,-53.536728,-53.518433,-53.500465
10.505982,10.588702,10.673574,10.637428,10.602022,9.925158,9.24743
-2.3375971,-1.6559849,-0.97482914,-0.7555613,-0.5361318,-0.27222437,-0.007485344
-3.4488966,-3.2794545,-3.1116474,-3.0016458,-2.8923,-2.9852164,-3.0791032
2.966708,3.3883846,3.810456,3.5901859,3.3712032,3.1174896,2.86386
44.270203,44.731,45.191723,45.77228,46.35113,45.887474,45.424564
67.79338,68.14257,68.49331,68.203316,67.91337,67.503296,67.0937
-23.272968,-23.293465,-23.313646,-23.249853,-23.185366,-22.859516,-22.53224
-56.07842,-55.98159,-55.885002,-56.064663,-56.244698,-56.050705,-55.85735
-55.784225,-55.793747,-55.802692,-55.80633,-55.809685,-55.590103,-55.371353
-48.202038,-47.82107,-47.440228,-47.6218,-47.801632,-48.508503,-49.214905
27.119076,27.119253,27.119577,26.626675,26.131575,26.320805,26.511168
66.96115,66.91366,66.86424,66.4347,66.00604,66.125046,66.24361
-30.805088,-30.84777,-30.8913,-30.579342,-30.266344,-30.329708,-30.393639
-7.6706157,-7.8329263,-7.996206,-7.9701605,-7.9444423,-7.547769,-7.150332
-21.732735,-21.635597,-21.538774,-21.96363,-22.387585,-22.268002,-22.148666
-8.968578,-8.929352,-8.890667,-8.545734,-8.200418,-8.741724,-9.283129
62.838478,62.909657,62.98009,62.92295,62.86488,63.133465,63.40171
-0.42475444,-0.8561371,-1.2865262,-0.71435577,-0.14185958,-0.19379215,-0.24505143
4.8787255,4.627579,4.3776574,4.7659917,5.1546845,5.014706,4.87332
-17.055922,-17.332016,-17.607634,-17.951694,-18.296278,-17.939077,-17.580296
41.649765,41.685574,41.721233,41.696213,41.67016,41.898865,42.128796
-16.957552,-16.900938,-16.844992,-16.354904,-15.865048,-15.906793,-15.948482
43.901134,43.928455,43.955925,44.07333,44.190098,44.080387,43.97025
66.92334,67.189445,67.45479,67.08925,66.72278,66.74248,66.761665
86.02092,86.136185,86.25049,86.45082,86.651245,87.2357,87.820496
-42.92499,-42.834946,-42.74435,-42.42074,-42.09773,-41.97703,-41.853218
22.089243,21.976976,21.865044,21.714918,21.565315,21.769274,21.97291
19.02303,18.63325,18.242971,18.435104,18.628199,19.08323,19.538568
-0.8022718,-0.6824717,-0.56248087,-1.0167022,-1.4710522,-1.6550064,-1.8376932
-39.696407,-39.474773,-39.252346,-38.548363,-37.84452,-37.582222,-37.320324
14.244187,14.46421,14.68496,14.291721,13.899105,14.063671,14.228528
69.98774,70.04174,70.095924,70.33242,70.56692,71.21355,71.859764
51.7531,51.47893,51.20313,50.73607,50.269016,50.098293,49.927586
35.607895,35.776356,35.944157,35.649754,35.35625,35.201607,35.045204
-84.93009,-84.884895,-84.839836,-84.57869,-84.31705,-84.167915,-84.02024
-1.129479,-1.8249542,-2.521898,-2.5223813,-2.5222805,-2.4606621,-2.399471
10.676079,10.229535,9.782893,9.6013565,9.41945,10.012059,10.603933
-37.96392,-38.196045,-38.427826,-38.161842,-37.896095,-37.134953,-36.373512
-21.62778,-21.16902,-20.710402,-21.202723,-21.695574,-21.660597,-21.62562
111.453606,111.59234,111.72836,110.90606,110.0816,110.45216,110.82304
-1.886182,-2.0249357,-2.1639729,-2.2342892,-2.3053064,-1.817321,-1.3302003
14.09377,14.403924,14.714853,14.5261755,14.338854,14.69264,15.046326
-48.421722,-48.23349,-48.04384,-48.20317,-48.36238,-48.446438,-48.529022
-17.516262,-17.313412,-17.109325,-17.038366,-16.966122,-17.051645,-17.136677
10.8310375,10.980481,11.129372,11.111852,11.094395,11.016869,10.939433
-14.469163,-14.23233,-13.998507,-14.016904,-14.03428,-13.876185,-13.718353
-80.46541,-80.359505,-80.254456,-80.10388,-79.9524,-79.84022,-79.72902
-4.6806173,-4.587573,-4.4960394,-4.4762907,-4.4570627,-5.033042,-5.6083117
-20.176394,-20.361269,-20.546955,-20.081682,-19.616766,-19.489197,-19.362131
9.555851,9.573982,9.590525,9.352329,9.114058,9.219685,9.323385
4.0926566,4.1855063,4.279259,4.622936,4.965034,4.5027986,4.0404234
-87.57165,-87.67258,-87.773766,-87.602554,-87.43137,-87.13084,-86.83118
5.287737,5.3908687,5.491965,5.7157207,5.9389415,5.4936996,5.049993
-57.19225,-57.194824,-57.198547,-57.368973,-57.5394,-57.387264,-57.235497
-33.208946,-33.000675,-32.79138,-32.36703,-31.941824,-31.742292,-31.542479
-22.5821,-22.650928,-22.71963,-22.318148,-21.916243,-22.30281,-22.69018
10.528304,10.284198,10.039742,10.24364,10.448806,10.261113,10.073081
-2.5782425,-2.2180016,-1.8564025,-1.4292537,-1.0008498,-1.3740817,-1.7461768
6.40203,6.6671586,6.9338565,7.5022163,8.072777,8.403593,8.734431
-30.153769,-30.15835,-30.161816,-30.460798,-30.760775,-31.22374,-31.686155
39.324043,39.32437,39.323586,38.899635,38.473866,38.510067,38.546734
57.228977,57.273205,57.318665,57.041855,56.763798,55.937958,55.111095
2.8097646,2.7964303,2.7820146,2.8997324,3.0170057,2.6734178,2.329788
-36.740795,-36.85938,-36.97756,-36.641586,-36.30509,-36.59203,-36.878525
-17.636053,-17.96443,-18.294188,-18.269335,-18.246704,-18.190098,-18.134443
7.6961555,7.7152042,7.7352123,7.4441547,7.1523933,7.199419,7.245392
-22.386917,-22.817755,-23.248125,-23.221365,-23.19322,-23.091806,-22.989277
-48.379566,-48.268246,-48.15776,-48.178783,-48.19911,-48.429844,-48.662655
-15.605112,-15.693034,-15.78155,-15.849313,-15.916644,-15.948698,-15.979037
18.384054,18.5297,18.676674,18.437435,18.197971,18.034855,17.873596
11.363125,11.454146,11.545287,11.6412945,11.735092,11.953568,12.171104
27.165148,27.24549,27.327227,27.02382,26.718895,26.785952,26.853806
0.33803985,0.16403817,-0.009539149,-0.1628566,-0.31664136,-0.9122901,-1.5077748
8.178636,8.612148,9.046022,8.465916,7.887589,7.3446045,6.80055
-15.297534,-15.331285,-15.363487,-15.805649,-16.247305,-16.742468,-17.23881
43.22804,43.240215,43.253185,43.406734,43.559242,43.56304,43.567547
-5.4862466,-5.735454,-5.984093,-5.395098,-4.8065886,-4.893767,-4.9807677
-73.4526,-73.0415,-72.63133,-72.52939,-72.42757,-72.378456,-72.330246
-31.125507,-30.76879,-30.410408,-30.236153,-30.061836,-30.65026,-31.238018
121.6194,121.58147,121.54256,121.12616,120.70882,120.31821,119.92781
17.222904,16.986103,16.749548,16.820492,16.893002,17.214413,17.536276
39.69355,39.574547,39.455605,39.316814,39.177517,39.05723,38.938198
92.83116,92.1973,91.562386,91.208206,90.85627,90.23706,89.61791
-56.315002,-56.31884,-56.32261,-56.205963,-56.087452,-55.95692,-55.82649
42.122814,41.957844,41.79247,42.364132,42.935375,42.223537,41.512077
-42.550343,-42.3363,-42.12263,-41.877373,-41.632362,-41.804867,-41.97504
-44.344795,-44.235844,-44.12803,-44.8077,-45.488873,-45.430046,-45.36998
-63.711525,-64.01119,-64.30953,-64.34762,-64.38478,-64.53828,-64.69064
43.126553,43.72811,44.329185,44.26766,44.20529,43.91527,43.62591
39.77624,40.088566,40.401165,40.601658,40.802242,41.07018,41.33782
-7.282797,-7.7605395,-8.236389,-8.740131,-9.242979,-9.073929,-8.906639
-4.7171335,-4.803304,-4.888552,-4.9173784,-4.9461985,-4.782312,-4.618913
-7.172535,-6.956368,-6.739557,-5.7723637,-4.802585,-4.3916774,-3.978943
-26.32632,-26.778244,-27.23102,-26.888292,-26.546125,-26.317108,-26.086952
14.471958,14.818741,15.164278,15.12671,15.087302,15.339045,15.591204
2.6874378,2.2760072,1.8646067,1.9313769,1.9950109,2.1530697,2.3100371
6.304268,6.455466,6.6069684,6.143783,5.6838775,5.182217,4.6803555
2.6923254,2.0671527,1.4402616,1.7848184,2.1298568,2.2659051,2.401735
81.6509,81.98884,82.327126,81.906746,81.48678,81.77645,82.06441
-39.423134,-39.399906,-39.37727,-39.669064,-39.960827,-39.085033,-38.209267
17.425222,17.330975,17.23522,16.834402,16.432707,16.633677,16.834846
37.12295,37.27341,37.424854,36.992966,36.559788,36.99124,37.422253
63.94507,63.9042,63.864044,63.67493,63.485867,63.30837,63.129826
12.298098,12.502132,12.706947,12.664273,12.621516,12.448159,12.274844
8.677842,8.938959,9.201675,9.196131,9.190837,9.220038,9.248683
85.5736,85.1547,84.73484,84.31755,83.899315,84.00449,84.11077
