10:46:08 Fold 1/6: --------------------------------

10:46:08 Training model --------------------------------

10:46:10 Epoch 1/500, Training Loss: 18.2464
10:48:27 Epoch 130/500, Training Loss: 2.0494
10:48:28 Epoch 131/500, Training Loss: 2.0486
10:48:29 Epoch 132/500, Training Loss: 2.0498
10:48:30 Epoch 133/500, Training Loss: 2.0439
10:48:31 Epoch 134/500, Training Loss: 2.0477
10:48:32 Epoch 135/500, Training Loss: 2.0427
10:48:33 Epoch 136/500, Training Loss: 2.0419
10:48:34 Epoch 137/500, Training Loss: 2.0416
10:48:35 Epoch 138/500, Training Loss: 2.035
10:48:37 Epoch 139/500, Training Loss: 2.0391
10:48:38 Epoch 140/500, Training Loss: 2.0364
10:48:39 Epoch 141/500, Training Loss: 2.0335
10:48:40 Epoch 142/500, Training Loss: 2.0329
10:48:41 Epoch 143/500, Training Loss: 2.0306
10:48:42 Epoch 144/500, Training Loss: 2.0281
10:48:43 Epoch 145/500, Training Loss: 2.0273
10:48:44 Epoch 146/500, Training Loss: 2.0244
10:48:45 Epoch 147/500, Training Loss: 2.0253
10:48:46 Epoch 148/500, Training Loss: 2.0218
10:48:47 Epoch 149/500, Training Loss: 2.0194
10:48:48 Epoch 150/500, Training Loss: 2.0199
10:48:50 Epoch 151/500, Training Loss: 2.0169
10:48:51 Epoch 152/500, Training Loss: 2.0138
10:48:52 Epoch 153/500, Training Loss: 2.0161
10:48:53 Epoch 154/500, Training Loss: 2.0102
10:48:54 Epoch 155/500, Training Loss: 2.011
10:48:55 Epoch 156/500, Training Loss: 2.0106
10:48:56 Epoch 157/500, Training Loss: 2.0041
10:48:57 Epoch 158/500, Training Loss: 2.0068
10:48:58 Epoch 159/500, Training Loss: 2.005
10:48:59 Epoch 160/500, Training Loss: 2.0
10:49:00 Epoch 161/500, Training Loss: 2.0028
10:49:01 Epoch 162/500, Training Loss: 2.0002
10:49:03 Epoch 163/500, Training Loss: 1.994
10:49:04 Epoch 164/500, Training Loss: 1.9977
10:49:05 Epoch 165/500, Training Loss: 1.995
10:49:06 Epoch 166/500, Training Loss: 1.9897
10:49:07 Epoch 167/500, Training Loss: 1.992
10:49:08 Epoch 168/500, Training Loss: 1.988
10:49:09 Epoch 169/500, Training Loss: 1.9861
10:49:10 Epoch 170/500, Training Loss: 1.987
10:49:11 Epoch 171/500, Training Loss: 1.9812
10:49:12 Epoch 172/500, Training Loss: 1.9808
10:49:13 Epoch 173/500, Training Loss: 1.9813
10:49:14 Epoch 174/500, Training Loss: 1.9756
10:49:15 Epoch 175/500, Training Loss: 1.9745
10:49:16 Epoch 176/500, Training Loss: 1.9782
10:49:17 Epoch 177/500, Training Loss: 1.9707
10:49:18 Epoch 178/500, Training Loss: 1.9699
10:49:20 Epoch 179/500, Training Loss: 1.9745
10:49:21 Epoch 180/500, Training Loss: 1.9635
10:49:22 Epoch 181/500, Training Loss: 1.968
10:49:23 Epoch 182/500, Training Loss: 1.9676
10:49:24 Epoch 183/500, Training Loss: 1.9585
10:49:25 Epoch 184/500, Training Loss: 1.9588
10:49:26 Epoch 185/500, Training Loss: 1.9608
10:49:27 Epoch 186/500, Training Loss: 1.9534
10:49:28 Epoch 187/500, Training Loss: 1.9535
10:49:29 Epoch 188/500, Training Loss: 1.9574
10:49:30 Epoch 189/500, Training Loss: 1.9478
10:49:31 Epoch 190/500, Training Loss: 1.9492
10:49:32 Epoch 191/500, Training Loss: 1.9514
10:49:33 Epoch 192/500, Training Loss: 1.941
10:49:34 Epoch 193/500, Training Loss: 1.9419
10:49:35 Epoch 194/500, Training Loss: 1.9443
10:49:36 Epoch 195/500, Training Loss: 1.9363
10:49:37 Epoch 196/500, Training Loss: 1.937
10:49:38 Epoch 197/500, Training Loss: 1.9395
10:49:40 Epoch 198/500, Training Loss: 1.9308
10:49:41 Epoch 199/500, Training Loss: 1.9291
10:49:42 Epoch 200/500, Training Loss: 1.9352
10:49:43 Epoch 201/500, Training Loss: 1.9262
10:49:44 Epoch 202/500, Training Loss: 1.9247
10:49:45 Epoch 203/500, Training Loss: 1.93
10:49:46 Epoch 204/500, Training Loss: 1.9191
10:49:47 Epoch 205/500, Training Loss: 1.9197
10:49:48 Epoch 206/500, Training Loss: 1.9222
10:49:49 Epoch 207/500, Training Loss: 1.9138
10:49:50 Epoch 208/500, Training Loss: 1.9102
10:49:51 Epoch 209/500, Training Loss: 1.9139
10:49:53 Epoch 210/500, Training Loss: 1.9115
10:49:54 Epoch 211/500, Training Loss: 1.9021
10:49:55 Epoch 212/500, Training Loss: 1.9111
10:49:56 Epoch 213/500, Training Loss: 1.91
10:49:57 Epoch 214/500, Training Loss: 1.8989
10:49:58 Epoch 215/500, Training Loss: 1.9043
10:49:59 Epoch 216/500, Training Loss: 1.8965
10:50:00 Epoch 217/500, Training Loss: 1.893
10:50:01 Epoch 218/500, Training Loss: 1.902
10:50:02 Epoch 219/500, Training Loss: 1.8923
10:50:03 Epoch 220/500, Training Loss: 1.8866
10:50:04 Epoch 221/500, Training Loss: 1.8973
10:50:05 Epoch 222/500, Training Loss: 1.8846
10:50:06 Epoch 223/500, Training Loss: 1.8866
10:50:07 Epoch 224/500, Training Loss: 1.8887
10:50:08 Epoch 225/500, Training Loss: 1.8742
10:50:09 Epoch 226/500, Training Loss: 1.8795
10:50:11 Epoch 227/500, Training Loss: 1.8845
10:50:12 Epoch 228/500, Training Loss: 1.8683
10:50:13 Epoch 229/500, Training Loss: 1.8721
10:50:14 Epoch 230/500, Training Loss: 1.8789
10:50:15 Epoch 231/500, Training Loss: 1.8632
10:50:16 Epoch 232/500, Training Loss: 1.8665
10:50:17 Epoch 233/500, Training Loss: 1.8711
10:50:18 Epoch 234/500, Training Loss: 1.8562
10:50:19 Epoch 235/500, Training Loss: 1.8579
10:50:20 Epoch 236/500, Training Loss: 1.866
10:50:21 Epoch 237/500, Training Loss: 1.8514
10:50:22 Epoch 238/500, Training Loss: 1.8549
10:50:23 Epoch 239/500, Training Loss: 1.8591
10:50:24 Epoch 240/500, Training Loss: 1.8447
10:50:25 Epoch 241/500, Training Loss: 1.8451
10:50:26 Epoch 242/500, Training Loss: 1.8513
10:50:27 Epoch 243/500, Training Loss: 1.8374
10:50:28 Epoch 244/500, Training Loss: 1.8421
10:50:29 Epoch 245/500, Training Loss: 1.8477
10:50:31 Epoch 246/500, Training Loss: 1.8318
10:50:32 Epoch 247/500, Training Loss: 1.8319
10:50:33 Epoch 248/500, Training Loss: 1.8398
10:50:34 Epoch 249/500, Training Loss: 1.8262
10:50:35 Epoch 250/500, Training Loss: 1.8263
10:50:36 Epoch 251/500, Training Loss: 1.8346
10:50:37 Epoch 252/500, Training Loss: 1.8218
10:50:38 Epoch 253/500, Training Loss: 1.818
10:50:39 Epoch 254/500, Training Loss: 1.8277
10:50:40 Epoch 255/500, Training Loss: 1.8178
10:50:41 Epoch 256/500, Training Loss: 1.8091
10:50:42 Epoch 257/500, Training Loss: 1.8174
10:50:43 Epoch 258/500, Training Loss: 1.814
10:50:44 Epoch 259/500, Training Loss: 1.797
10:50:46 Epoch 260/500, Training Loss: 1.8092
10:50:47 Epoch 261/500, Training Loss: 1.8157
10:50:48 Epoch 262/500, Training Loss: 1.794
10:50:49 Epoch 263/500, Training Loss: 1.7986
10:50:50 Epoch 264/500, Training Loss: 1.807
10:50:51 Epoch 265/500, Training Loss: 1.7873
10:50:52 Epoch 266/500, Training Loss: 1.7938
10:50:53 Epoch 267/500, Training Loss: 1.8012
10:50:54 Epoch 268/500, Training Loss: 1.7819
10:50:55 Epoch 269/500, Training Loss: 1.7829
10:50:56 Epoch 270/500, Training Loss: 1.7928
10:50:57 Epoch 271/500, Training Loss: 1.7796
10:50:59 Epoch 272/500, Training Loss: 1.7766
10:51:00 Epoch 273/500, Training Loss: 1.7859
10:51:01 Epoch 274/500, Training Loss: 1.7739
10:51:02 Epoch 275/500, Training Loss: 1.7666
10:51:03 Epoch 276/500, Training Loss: 1.7739
10:51:04 Epoch 277/500, Training Loss: 1.7725
10:51:05 Epoch 278/500, Training Loss: 1.7548
10:51:06 Epoch 279/500, Training Loss: 1.7684
10:51:07 Epoch 280/500, Training Loss: 1.7744
10:51:08 Epoch 281/500, Training Loss: 1.75
10:51:09 Epoch 282/500, Training Loss: 1.7586
10:51:10 Epoch 283/500, Training Loss: 1.7636
10:51:11 Epoch 284/500, Training Loss: 1.7429
10:51:12 Epoch 285/500, Training Loss: 1.754
10:51:13 Epoch 286/500, Training Loss: 1.7603
10:51:14 Epoch 287/500, Training Loss: 1.7365
10:51:16 Epoch 288/500, Training Loss: 1.7437
10:51:17 Epoch 289/500, Training Loss: 1.7512
10:51:18 Epoch 290/500, Training Loss: 1.7295
10:51:19 Epoch 291/500, Training Loss: 1.7325
10:51:20 Epoch 292/500, Training Loss: 1.7443
10:51:21 Epoch 293/500, Training Loss: 1.7232
10:51:22 Epoch 294/500, Training Loss: 1.7289
10:51:23 Epoch 295/500, Training Loss: 1.7347
10:51:24 Epoch 296/500, Training Loss: 1.718
10:51:25 Epoch 297/500, Training Loss: 1.714
10:51:26 Epoch 298/500, Training Loss: 1.7266
10:51:27 Epoch 299/500, Training Loss: 1.7206
10:51:28 Epoch 300/500, Training Loss: 1.7048
10:51:29 Epoch 301/500, Training Loss: 1.7168
10:51:30 Epoch 302/500, Training Loss: 1.7155
10:51:31 Epoch 303/500, Training Loss: 1.694
10:51:32 Epoch 304/500, Training Loss: 1.6992
10:51:33 Epoch 305/500, Training Loss: 1.7145
10:51:34 Epoch 306/500, Training Loss: 1.6926
10:51:35 Epoch 307/500, Training Loss: 1.6967
10:51:37 Epoch 308/500, Training Loss: 1.7057
10:51:38 Epoch 309/500, Training Loss: 1.686
10:51:39 Epoch 310/500, Training Loss: 1.6814
10:51:40 Epoch 311/500, Training Loss: 1.6926
10:51:41 Epoch 312/500, Training Loss: 1.6923
10:51:42 Epoch 313/500, Training Loss: 1.6753
10:51:43 Epoch 314/500, Training Loss: 1.6855
10:51:44 Epoch 315/500, Training Loss: 1.6804
10:51:45 Epoch 316/500, Training Loss: 1.662
10:51:46 Epoch 317/500, Training Loss: 1.667
10:51:47 Epoch 318/500, Training Loss: 1.683
10:51:48 Epoch 319/500, Training Loss: 1.6585
10:51:50 Epoch 320/500, Training Loss: 1.6641
10:51:51 Epoch 321/500, Training Loss: 1.6708
10:51:52 Epoch 322/500, Training Loss: 1.6547
10:51:53 Epoch 323/500, Training Loss: 1.6456
10:51:54 Epoch 324/500, Training Loss: 1.657
10:51:55 Epoch 325/500, Training Loss: 1.6652
10:51:56 Epoch 326/500, Training Loss: 1.6357
10:51:57 Epoch 327/500, Training Loss: 1.6463
10:51:58 Epoch 328/500, Training Loss: 1.6553
10:51:59 Epoch 329/500, Training Loss: 1.6341
10:52:01 Epoch 330/500, Training Loss: 1.6334
10:52:02 Epoch 331/500, Training Loss: 1.6446
10:52:03 Epoch 332/500, Training Loss: 1.634
10:52:04 Epoch 333/500, Training Loss: 1.6173
10:52:05 Epoch 334/500, Training Loss: 1.6339
10:52:06 Epoch 335/500, Training Loss: 1.6457
10:52:07 Epoch 336/500, Training Loss: 1.6119
10:52:08 Epoch 337/500, Training Loss: 1.6176
10:52:09 Epoch 338/500, Training Loss: 1.6279
10:52:10 Epoch 339/500, Training Loss: 1.6082
10:52:11 Epoch 340/500, Training Loss: 1.6097
10:52:12 Epoch 341/500, Training Loss: 1.62
10:52:13 Epoch 342/500, Training Loss: 1.6102
10:52:14 Epoch 343/500, Training Loss: 1.5904
10:52:15 Epoch 344/500, Training Loss: 1.6006
10:52:17 Epoch 345/500, Training Loss: 1.619
10:52:18 Epoch 346/500, Training Loss: 1.5919
10:52:19 Epoch 347/500, Training Loss: 1.5979
10:52:20 Epoch 348/500, Training Loss: 1.6004
10:52:20 Early stopping at epoch 348 with best training loss: 1.5904
10:52:20 Model training complete and saved --------------------------------

10:52:20 Testing model --------------------------------

10:52:20 Test loss on 2020 reconstructions: 2.6660
10:52:20 Model testing complete --------------------------------

10:52:20 Best model updated from this fold based on test loss.
10:52:20 Model testing complete --------------------------------

10:52:20 Fold 2/6: --------------------------------

10:52:20 Training model --------------------------------

10:52:21 Epoch 1/500, Training Loss: 18.195
10:52:22 Epoch 2/500, Training Loss: 15.2854
10:52:22 Epoch 3/500, Training Loss: 8.9523
10:52:23 Epoch 4/500, Training Loss: 5.2702
10:52:24 Epoch 5/500, Training Loss: 4.2255
10:52:25 Epoch 6/500, Training Loss: 3.7097
10:52:25 Epoch 7/500, Training Loss: 3.1456
10:52:26 Epoch 8/500, Training Loss: 2.7641
10:52:27 Epoch 9/500, Training Loss: 2.5795
10:52:28 Epoch 10/500, Training Loss: 2.4947
10:52:29 Epoch 11/500, Training Loss: 2.4227
10:52:29 Epoch 12/500, Training Loss: 2.2933
10:52:30 Epoch 13/500, Training Loss: 2.2452
10:52:31 Epoch 14/500, Training Loss: 2.2275
10:52:32 Epoch 15/500, Training Loss: 2.196
10:52:33 Epoch 16/500, Training Loss: 2.1512
10:52:33 Epoch 17/500, Training Loss: 2.1228
10:52:34 Epoch 18/500, Training Loss: 2.1153
10:52:35 Epoch 19/500, Training Loss: 2.1019
10:52:36 Epoch 20/500, Training Loss: 2.077
10:52:36 Epoch 21/500, Training Loss: 2.0639
10:52:37 Epoch 22/500, Training Loss: 2.0545
10:52:38 Epoch 23/500, Training Loss: 2.047
10:52:39 Epoch 24/500, Training Loss: 2.029
10:52:40 Epoch 25/500, Training Loss: 2.0218
10:52:40 Epoch 26/500, Training Loss: 2.0133
10:52:41 Epoch 27/500, Training Loss: 2.0075
10:52:42 Epoch 28/500, Training Loss: 1.9951
10:52:43 Epoch 29/500, Training Loss: 1.9884
10:52:43 Epoch 30/500, Training Loss: 1.982
10:52:44 Epoch 31/500, Training Loss: 1.9769
10:52:45 Epoch 32/500, Training Loss: 1.9665
10:52:46 Epoch 33/500, Training Loss: 1.9612
10:52:46 Epoch 34/500, Training Loss: 1.9544
10:52:47 Epoch 35/500, Training Loss: 1.95
10:52:48 Epoch 36/500, Training Loss: 1.9416
10:52:49 Epoch 37/500, Training Loss: 1.9379
10:52:50 Epoch 38/500, Training Loss: 1.9306
10:52:50 Epoch 39/500, Training Loss: 1.9269
10:52:51 Epoch 40/500, Training Loss: 1.9216
10:52:52 Epoch 41/500, Training Loss: 1.9141
10:52:52 Epoch 42/500, Training Loss: 1.9101
10:52:53 Epoch 43/500, Training Loss: 1.9033
10:52:54 Epoch 44/500, Training Loss: 1.8992
10:52:55 Epoch 45/500, Training Loss: 1.8927
10:52:56 Epoch 46/500, Training Loss: 1.8876
10:52:56 Epoch 47/500, Training Loss: 1.8814
10:52:57 Epoch 48/500, Training Loss: 1.8782
10:52:58 Epoch 49/500, Training Loss: 1.8707
10:52:58 Epoch 50/500, Training Loss: 1.867
10:52:59 Epoch 51/500, Training Loss: 1.8621
10:53:00 Epoch 52/500, Training Loss: 1.8553
10:53:01 Epoch 53/500, Training Loss: 1.8525
10:53:02 Epoch 54/500, Training Loss: 1.8454
10:53:02 Epoch 55/500, Training Loss: 1.8413
10:53:03 Epoch 56/500, Training Loss: 1.8366
10:53:04 Epoch 57/500, Training Loss: 1.8307
10:53:05 Epoch 58/500, Training Loss: 1.8274
10:53:05 Epoch 59/500, Training Loss: 1.8211
10:53:06 Epoch 60/500, Training Loss: 1.8165
10:53:07 Epoch 61/500, Training Loss: 1.811
10:53:08 Epoch 62/500, Training Loss: 1.8073
10:53:08 Epoch 63/500, Training Loss: 1.8002
10:53:09 Epoch 64/500, Training Loss: 1.7967
10:53:10 Epoch 65/500, Training Loss: 1.7928
10:53:11 Epoch 66/500, Training Loss: 1.7863
10:53:12 Epoch 67/500, Training Loss: 1.7829
10:53:12 Epoch 68/500, Training Loss: 1.7762
10:53:13 Epoch 69/500, Training Loss: 1.7729
10:53:14 Epoch 70/500, Training Loss: 1.7674
10:53:15 Epoch 71/500, Training Loss: 1.7626
10:53:15 Epoch 72/500, Training Loss: 1.7597
10:53:16 Epoch 73/500, Training Loss: 1.752
10:53:17 Epoch 74/500, Training Loss: 1.7499
10:53:18 Epoch 75/500, Training Loss: 1.7456
10:53:18 Epoch 76/500, Training Loss: 1.7385
10:53:19 Epoch 77/500, Training Loss: 1.7363
10:53:20 Epoch 78/500, Training Loss: 1.7295
10:53:21 Epoch 79/500, Training Loss: 1.7254
10:53:22 Epoch 80/500, Training Loss: 1.724
10:53:22 Epoch 81/500, Training Loss: 1.7146
10:53:23 Epoch 82/500, Training Loss: 1.7135
10:53:24 Epoch 83/500, Training Loss: 1.7105
10:53:25 Epoch 84/500, Training Loss: 1.7023
10:53:25 Epoch 85/500, Training Loss: 1.7012
10:53:26 Epoch 86/500, Training Loss: 1.6933
10:53:27 Epoch 87/500, Training Loss: 1.6915
10:53:28 Epoch 88/500, Training Loss: 1.6881
10:53:29 Epoch 89/500, Training Loss: 1.6799
10:53:29 Epoch 90/500, Training Loss: 1.6803
10:53:30 Epoch 91/500, Training Loss: 1.6736
10:53:31 Epoch 92/500, Training Loss: 1.6693
10:53:32 Epoch 93/500, Training Loss: 1.6674
10:53:32 Epoch 94/500, Training Loss: 1.6587
10:53:33 Epoch 95/500, Training Loss: 1.6579
10:53:34 Epoch 96/500, Training Loss: 1.6536
10:53:35 Epoch 97/500, Training Loss: 1.6466
10:53:35 Epoch 98/500, Training Loss: 1.6475
10:53:36 Epoch 99/500, Training Loss: 1.6402
10:53:37 Epoch 100/500, Training Loss: 1.6366
10:53:38 Epoch 101/500, Training Loss: 1.6363
10:53:38 Epoch 102/500, Training Loss: 1.6268
10:53:39 Epoch 103/500, Training Loss: 1.6254
10:53:40 Epoch 104/500, Training Loss: 1.6234
10:53:41 Epoch 105/500, Training Loss: 1.6143
10:53:41 Epoch 106/500, Training Loss: 1.6147
10:53:42 Epoch 107/500, Training Loss: 1.6107
10:53:43 Epoch 108/500, Training Loss: 1.6032
10:53:44 Epoch 109/500, Training Loss: 1.6044
10:53:44 Epoch 110/500, Training Loss: 1.5986
10:53:45 Epoch 111/500, Training Loss: 1.593
10:53:46 Epoch 112/500, Training Loss: 1.5928
10:53:47 Epoch 113/500, Training Loss: 1.5859
10:53:47 Epoch 114/500, Training Loss: 1.5832
10:53:48 Epoch 115/500, Training Loss: 1.5837
10:53:49 Epoch 116/500, Training Loss: 1.5746
10:53:50 Epoch 117/500, Training Loss: 1.5754
10:53:51 Epoch 118/500, Training Loss: 1.5749
10:53:51 Epoch 119/500, Training Loss: 1.5655
10:53:52 Epoch 120/500, Training Loss: 1.5669
10:53:53 Epoch 121/500, Training Loss: 1.5606
10:53:53 Epoch 122/500, Training Loss: 1.5574
10:53:54 Epoch 123/500, Training Loss: 1.5579
10:53:55 Epoch 124/500, Training Loss: 1.5492
10:53:56 Epoch 125/500, Training Loss: 1.5481
10:53:57 Epoch 126/500, Training Loss: 1.5476
10:53:57 Epoch 127/500, Training Loss: 1.5395
10:53:58 Epoch 128/500, Training Loss: 1.539
10:53:59 Epoch 129/500, Training Loss: 1.5398
10:54:00 Epoch 130/500, Training Loss: 1.5312
10:54:00 Epoch 131/500, Training Loss: 1.5333
10:54:01 Epoch 132/500, Training Loss: 1.5311
10:54:02 Epoch 133/500, Training Loss: 1.5239
10:54:03 Epoch 134/500, Training Loss: 1.5262
10:54:04 Epoch 135/500, Training Loss: 1.5198
10:54:04 Epoch 136/500, Training Loss: 1.5175
10:54:05 Epoch 137/500, Training Loss: 1.5176
10:54:06 Epoch 138/500, Training Loss: 1.5101
10:54:07 Epoch 139/500, Training Loss: 1.511
10:54:07 Epoch 140/500, Training Loss: 1.5102
10:54:08 Epoch 141/500, Training Loss: 1.5025
10:54:09 Epoch 142/500, Training Loss: 1.5033
10:54:10 Epoch 143/500, Training Loss: 1.502
10:54:11 Epoch 144/500, Training Loss: 1.4946
10:54:12 Epoch 145/500, Training Loss: 1.4952
10:54:12 Epoch 146/500, Training Loss: 1.4939
10:54:13 Epoch 147/500, Training Loss: 1.4877
10:54:14 Epoch 148/500, Training Loss: 1.4889
10:54:15 Epoch 149/500, Training Loss: 1.4872
10:54:15 Epoch 150/500, Training Loss: 1.4821
10:54:16 Epoch 151/500, Training Loss: 1.4838
10:54:17 Epoch 152/500, Training Loss: 1.4771
10:54:18 Epoch 153/500, Training Loss: 1.4751
10:54:19 Epoch 154/500, Training Loss: 1.4757
10:54:20 Epoch 155/500, Training Loss: 1.4683
10:54:20 Epoch 156/500, Training Loss: 1.4694
10:54:21 Epoch 157/500, Training Loss: 1.4686
10:54:22 Epoch 158/500, Training Loss: 1.4618
10:54:23 Epoch 159/500, Training Loss: 1.4623
10:54:23 Epoch 160/500, Training Loss: 1.4615
10:54:24 Epoch 161/500, Training Loss: 1.4543
